var,condition,pearson_ratio,family,beta,se,z,p,n_obs,p_adj
OTHER,0.2Alpha_2000Neurons,0.022676708578740483,Gaussian,-0.0022291021671826854,0.0021840651576523827,-1.0206207261594302,0.3074341659275033,250,0.3952724990496785
OTHER,0.2Alpha_10000Neurons,0.022676708578740483,Gaussian,0.008620915032679715,0.005071576850608536,1.6998490384002156,0.08915932475929626,250,0.24959209662938234
OTHER,0.2Alpha_AllSigNeurons,0.022676708578740483,Gaussian,0.007825524149053536,0.004909277252083084,1.594027745272085,0.11092982072416992,250,0.24959209662938234
OTHER,0.6Alpha_2000Neurons,0.022676708578740483,Gaussian,-0.0022291021671826845,0.0021840651576524933,-1.0206207261593783,0.3074341659275277,250,0.3952724990496785
OTHER,0.6Alpha_10000Neurons,0.022676708578740483,Gaussian,0.03551111014888102,0.007393001692654108,4.8033412712681836,1.5603959493476233e-06,250,1.4043563544128611e-05
OTHER,0.6Alpha_AllSigNeurons,0.022676708578740483,Gaussian,0.3221677232296427,0.09307563763336948,3.461353920546649,0.0005374657182275682,250,0.002418595732024057
OTHER,-0.6Alpha_2000Neurons,0.022676708578740483,Gaussian,-0.0012291021671826873,0.0024307342072397314,-0.5056505822487349,0.6131019656798449,250,0.6131019656798449
OTHER,-0.6Alpha_10000Neurons,0.022676708578740483,Gaussian,-0.0022291021671826863,0.002184065157652434,-1.0206207261594067,0.30743416592751427,250,0.3952724990496785
OTHER,-0.6Alpha_AllSigNeurons,0.022676708578740483,Gaussian,0.0020242914979756873,0.0038134900795582186,0.5308238531487659,0.5955408489550449,250,0.6131019656798449
n_tokens,0.2Alpha_2000Neurons,0.058288295087762905,Gamma,-0.012186383095002112,0.01607786088905846,-0.7579604761536012,0.4484746441518275,250,0.5766102567666354
n_tokens,0.2Alpha_10000Neurons,0.058288295087762905,Gamma,-0.004872192670935465,0.012735000947713444,-0.3825828275113134,0.7020291049403237,250,0.7020291049403237
n_tokens,0.2Alpha_AllSigNeurons,0.058288295087762905,Gamma,-0.08627113344956792,0.01907432612949423,-4.522892859432066,6.100012203625606e-06,250,2.0553199280871205e-05
n_tokens,0.6Alpha_2000Neurons,0.058288295087762905,Gamma,-0.022886872005726963,0.013825477040550566,-1.6554128250764177,0.09784078623014635,250,0.1761134152142634
n_tokens,0.6Alpha_10000Neurons,0.058288295087762905,Gamma,-0.062268635151548686,0.01798390064671849,-3.4624654781392383,0.0005352505743067457,250,0.001204313792190178
n_tokens,0.6Alpha_AllSigNeurons,0.058288295087762905,Gamma,-0.6574628687087483,0.14615925208925876,-4.498263772636431,6.851066426957068e-06,250,2.0553199280871205e-05
n_tokens,-0.6Alpha_2000Neurons,0.058288295087762905,Gamma,0.01033432978079516,0.017055881970166577,0.605910019714696,0.5445745055638386,250,0.6126463187593184
n_tokens,-0.6Alpha_10000Neurons,0.058288295087762905,Gamma,0.016564597557087946,0.014219580863379662,1.1649146143081834,0.24405355724440603,250,0.36608033586660904
n_tokens,-0.6Alpha_AllSigNeurons,0.058288295087762905,Gamma,0.059616721673666564,0.011077168488295404,5.381945913042676,7.368490738774909e-08,250,6.631641664897418e-07
lex_density,0.2Alpha_2000Neurons,0.0018430196906286558,Gaussian,0.0015596676174719048,0.006617387047428611,0.23569236713726177,0.8136713932023234,250,0.8290035791350674
lex_density,0.2Alpha_10000Neurons,0.0018430196906286558,Gaussian,-0.007395206005197376,0.00636126050685448,-1.1625378330644978,0.24501706621823693,250,0.44103071919282644
lex_density,0.2Alpha_AllSigNeurons,0.0018430196906286558,Gaussian,-0.0012840397636072398,0.0059451875534950495,-0.21597968980009388,0.8290035791350674,250,0.8290035791350674
lex_density,0.6Alpha_2000Neurons,0.0018430196906286558,Gaussian,0.003046961822561785,0.007813160632330087,0.38997813637079953,0.6965527141749426,250,0.8290035791350674
lex_density,0.6Alpha_10000Neurons,0.0018430196906286558,Gaussian,-0.015406978960820975,0.008097477581415186,-1.9026886837182595,0.05708117941938345,250,0.12843265369361276
lex_density,0.6Alpha_AllSigNeurons,0.0018430196906286558,Gaussian,-0.10443110946644035,0.02394715702129778,-4.360898012802226,1.2952973455553195e-05,250,0.00011657676109997877
lex_density,-0.6Alpha_2000Neurons,0.0018430196906286558,Gaussian,0.002131217167642698,0.0060914078937431134,0.3498726739070965,0.7264342555522608,250,0.8290035791350674
lex_density,-0.6Alpha_10000Neurons,0.0018430196906286558,Gaussian,0.023620671291345634,0.007215980342528974,3.2733835418220294,0.0010626817166984202,250,0.0034234131882017196
lex_density,-0.6Alpha_AllSigNeurons,0.0018430196906286558,Gaussian,0.017752437500394895,0.0054569181036920955,3.253198447010553,0.0011411377294005731,250,0.0034234131882017196
mattr,0.2Alpha_2000Neurons,0.0011687223188469502,Gaussian,-0.0024806261174776484,0.006041332083477915,-0.4106091310990448,0.6813591671306064,250,0.7665290630219322
mattr,0.2Alpha_10000Neurons,0.0011687223188469502,Gaussian,-0.005245847443667641,0.0070743656004748565,-0.741529027467215,0.4583727382796635,250,0.6875591074194953
mattr,0.2Alpha_AllSigNeurons,0.0011687223188469502,Gaussian,0.003531722149146475,0.006244739056834743,0.5655515974332146,0.5716986393813155,250,0.7350411077759771
mattr,0.6Alpha_2000Neurons,0.0011687223188469502,Gaussian,0.0008375467405727681,0.006911082441895182,0.12118893785661354,0.9035413858479963,250,0.9035413858479963
mattr,0.6Alpha_10000Neurons,0.0011687223188469502,Gaussian,-0.011765128785195506,0.007566678706053285,-1.5548603610965395,0.11997932962885326,250,0.26995349166491983
mattr,0.6Alpha_AllSigNeurons,0.0011687223188469502,Gaussian,0.032509425807270446,0.0172066396388465,1.889353557092907,0.05884446959617298,250,0.26480011318277846
mattr,-0.6Alpha_2000Neurons,0.0011687223188469502,Gaussian,0.00752738861086184,0.006023699911490142,1.2496287533353758,0.21143519452976112,250,0.38058335015357
mattr,-0.6Alpha_10000Neurons,0.0011687223188469502,Gaussian,0.012060890846904097,0.006207002806520194,1.9431102615637037,0.05200283744033527,250,0.26480011318277846
mattr,-0.6Alpha_AllSigNeurons,0.0011687223188469502,Gaussian,0.008868796396728164,0.0053888408365830465,1.6457707075927828,0.09981097523238822,250,0.26995349166491983
DEPID_R,0.2Alpha_2000Neurons,0.0010685327005003162,Gaussian,-0.0037474122946336524,0.006298623004941171,-0.594957388574275,0.5518719546634805,250,0.8278079319952207
DEPID_R,0.2Alpha_10000Neurons,0.0010685327005003162,Gaussian,-0.011209125040553899,0.007754493122007178,-1.4455006747949144,0.14831730360648657,250,0.6687714965082746
DEPID_R,0.2Alpha_AllSigNeurons,0.0010685327005003162,Gaussian,0.00979917531321773,0.007129702419989285,1.3744157520157,0.16931264867417917,250,0.6687714965082746
DEPID_R,0.6Alpha_2000Neurons,0.0010685327005003162,Gaussian,-0.0005972137340357752,0.007099878993284294,-0.08411604403408478,0.9329641685576104,250,0.9578852794504802
DEPID_R,0.6Alpha_10000Neurons,0.0010685327005003162,Gaussian,-0.0021223974442968665,0.007374767681163986,-0.28779176999944234,0.773506137567217,250,0.9578852794504802
DEPID_R,0.6Alpha_AllSigNeurons,0.0010685327005003162,Gaussian,-0.012449474127634053,0.015774990729688243,-0.7891905828004305,0.43000062520422155,250,0.7740011253675988
DEPID_R,-0.6Alpha_2000Neurons,0.0010685327005003162,Gaussian,-0.005338350877274326,0.005121269918581931,-1.0423881111801472,0.2972317762258998,250,0.6687714965082746
DEPID_R,-0.6Alpha_10000Neurons,0.0010685327005003162,Gaussian,0.007706875137320481,0.0068967420994436035,1.1174660479101046,0.2637951086678493,250,0.6687714965082746
DEPID_R,-0.6Alpha_AllSigNeurons,0.0010685327005003162,Gaussian,0.0003364221153756098,0.006370725093362245,0.05280750784963757,0.9578852794504802,250,0.9578852794504802
LexicalH,0.2Alpha_2000Neurons,0.0006378090950816665,Gamma,-3.503762541909637e-05,0.006831840993031515,-0.005128577414906873,0.9959080051999215,250,0.9959080051999215
LexicalH,0.2Alpha_10000Neurons,0.0006378090950816665,Gamma,-0.013479460319610661,0.007936990801613156,-1.6983086734674084,0.08944951856382372,250,0.16100913341488268
LexicalH,0.2Alpha_AllSigNeurons,0.0006378090950816665,Gamma,-0.0011936799674698868,0.007614161008691559,-0.15677104359985322,0.8754252944879508,250,0.9848534562989447
LexicalH,0.6Alpha_2000Neurons,0.0006378090950816665,Gamma,0.005308095310922018,0.00826000659111722,0.6426260381717278,0.5204667833734471,250,0.7318870820565943
LexicalH,0.6Alpha_10000Neurons,0.0006378090950816665,Gamma,-0.01749626116962843,0.008656034923207072,-2.0212789487159375,0.043250897078506566,250,0.09731451842663978
LexicalH,0.6Alpha_AllSigNeurons,0.0006378090950816665,Gamma,-0.03733921807877887,0.007065584605125284,-5.284660812311763,1.2593787815878488e-07,250,1.133440903429064e-06
LexicalH,-0.6Alpha_2000Neurons,0.0006378090950816665,Gamma,-0.003965457325518652,0.006967173072268883,-0.5691630284458096,0.56924550826624,250,0.7318870820565943
LexicalH,-0.6Alpha_10000Neurons,0.0006378090950816665,Gamma,0.020050598584103418,0.00820637961337139,2.4432940625160917,0.014553873178007848,250,0.043661619534023546
LexicalH,-0.6Alpha_AllSigNeurons,0.0006378090950816665,Gamma,0.02068381049802401,0.006926244690333276,2.9862950881437533,0.0028238001347528586,250,0.012707100606387864
clause_ratio,0.2Alpha_2000Neurons,0.00023721817677218302,Gaussian,0.004273144111549217,0.003438926828016575,1.2425807018446458,0.2140223849051649,250,0.33553702582867007
clause_ratio,0.2Alpha_10000Neurons,0.00023721817677218302,Gaussian,-0.001318210436189744,0.00309124963569452,-0.4264328642269546,0.6697924583546494,250,0.8611617321702635
clause_ratio,0.2Alpha_AllSigNeurons,0.00023721817677218302,Gaussian,-0.0002994352663036881,0.0031995061060171343,-0.09358796526143731,0.9254364699821633,250,0.9254364699821633
clause_ratio,0.6Alpha_2000Neurons,0.00023721817677218302,Gaussian,0.0010430777285802136,0.003628266743514249,0.28748650590389463,0.7737398327891276,250,0.8704573118877686
clause_ratio,0.6Alpha_10000Neurons,0.00023721817677218302,Gaussian,-0.006727107102697282,0.003614574504959457,-1.8611062224522432,0.06272917767459066,250,0.14282888278793118
clause_ratio,0.6Alpha_AllSigNeurons,0.00023721817677218302,Gaussian,-0.023896493229499615,0.005892106907124504,-4.0556788269752735,4.99889096136625e-05,250,0.00044990018652296253
clause_ratio,-0.6Alpha_2000Neurons,0.00023721817677218302,Gaussian,0.006402529749541235,0.0034499771722827565,1.8558180039506913,0.06347950346130274,250,0.14282888278793118
clause_ratio,-0.6Alpha_10000Neurons,0.00023721817677218302,Gaussian,0.0054928941269622115,0.0045143203234045155,1.2167710161116116,0.2236913505524467,250,0.33553702582867007
clause_ratio,-0.6Alpha_AllSigNeurons,0.00023721817677218302,Gaussian,0.006051106387554813,0.0030517918931481256,1.982804398013095,0.04738928257830261,250,0.14282888278793118
