ID,EP,NONEP,OTHER
22e2a194062351da,0.9070175438596491,0.09298245614035087,0.0
238d407b63554ec7,0.9722222222222222,0.027777777777777776,0.0
23e183a8a3b764ee,1.0,0.0,0.0
24f4e3beea47029f,0.7934210526315789,0.18026315789473685,0.02631578947368421
252b57ebaed7b109,0.8773809523809524,0.12261904761904761,0.0
28b5456f71d78296,0.9583333333333333,0.041666666666666664,0.0
28f9eab79419bec8,0.8395833333333333,0.16041666666666665,0.0
298f4b165998bdff,1.0,0.0,0.0
2c3ae213716f612a,1.0,0.0,0.0
2cf1ee89fb0f8648,0.9099264705882353,0.029411764705882353,0.06066176470588235
2cfe066e7f0a42bf,0.875,0.07500000000000001,0.05
2e2bca8caef1f0cd,0.9424342105263157,0.05756578947368421,0.0
2ff74865b3f450d2,0.8465909090909092,0.1534090909090909,0.0
3019b1fe98a6ebda,0.9179566563467492,0.08204334365325078,0.0
328f4aaa16d167dc,0.0,0.0,1.0
33517136da0a38ec,0.9375,0.0625,0.0
335667d82e735b5f,0.0,0.0,1.0
33ed672f9d40ec98,0.9444444444444444,0.05555555555555555,0.0
34f8ee44074f85af,0.9,0.1,0.0
359ceaef7e9bdf9c,0.9705882352941176,0.029411764705882353,0.0
35ba37a804c12271,0.9023809523809524,0.09761904761904762,0.0
399db244224ad774,0.8117647058823529,0.18823529411764706,0.0
3ab90a4a5b3b459b,0.8786764705882353,0.1213235294117647,0.0
3ac22ffe1f4df9a2,1.0,0.0,0.0
3c3c590f82700da4,0.96875,0.03125,0.0
3e150e344fe66ce3,0.7811004784688995,0.16985645933014354,0.04904306220095694
3f5cee714124527e,0.9772727272727273,0.022727272727272728,0.0
42b4e850b95810a9,0.8444444444444444,0.09444444444444444,0.06111111111111111
4541e597a75d5be2,0.9705882352941176,0.029411764705882353,0.0
46dfb194bd69c579,0.9722222222222222,0.027777777777777776,0.0
475796b2015340ad,0.9007936507936507,0.0992063492063492,0.0
485823b171795194,0.9722222222222222,0.027777777777777776,0.0
4895af4c0bf521f3,0.9150326797385621,0.027777777777777776,0.05718954248366013
49f1bc3262db7cb2,1.0,0.0,0.0
4a61492dd69bf489,0.975,0.025,0.0
4b06165225acd9bb,0.9486842105263158,0.05131578947368421,0.0
4b3202b712286e4a,0.8944444444444444,0.05277777777777778,0.05277777777777778
4bfcb26058d4361f,0.9236842105263158,0.07631578947368421,0.0
4c1989454ed28c01,0.96875,0.03125,0.0
4d7499739ad68267,0.857843137254902,0.08496732026143791,0.05718954248366013
4f15f27d2c081d06,0.9705882352941176,0.029411764705882353,0.0
50efcf9bc52b713c,0.930952380952381,0.06904761904761905,0.0
55ecd445df6d85fe,0.9486842105263158,0.05131578947368421,0.0
56063fb764c75ae0,0.9195906432748537,0.0804093567251462,0.0
5742684ce989c5fc,0.96875,0.03125,0.0
5784abc2212311e6,0.9333333333333333,0.06666666666666667,0.0
5a5493eb792b3be6,0.975,0.025,0.0
5c3ed3c2976d643a,0.0,0.0,1.0
5ed2b42d02952cd7,0.96875,0.03125,0.0
5f6d782b10aeeffe,0.9133986928104575,0.08660130718954248,0.0
60ff6fbaa1c380a5,0.9347826086956521,0.06521739130434782,0.0
6211320a780be800,0.9473684210526316,0.05263157894736842,0.0
62ede2259219000f,0.9131944444444444,0.08680555555555555,0.0
635315c809b0f27a,0.9354166666666667,0.06458333333333333,0.0
63681a7355cbc27c,0.9705882352941176,0.029411764705882353,0.0
66af74e04cd420e3,0.9455882352941176,0.054411764705882354,0.0
6874bddcd286e933,0.7352941176470589,0.2647058823529412,0.0
68d5de4fa4137a37,1.0,0.0,0.0
68e36f1138ec058c,0.9666666666666667,0.03333333333333333,0.0
6ab6bdc80101c38e,0.9666666666666667,0.03333333333333333,0.0
6b61cff8ae1c1623,0.9472222222222222,0.05277777777777778,0.0
6c11c546ebbe389b,0.9424342105263157,0.05756578947368421,0.0
6d5136127f367973,1.0,0.0,0.0
6fb8227dc3aeab42,0.8636363636363636,0.13636363636363635,0.0
7137fa6c40025199,0.9736842105263157,0.02631578947368421,0.0
7163f2b084889926,0.8710526315789473,0.12894736842105264,0.0
7264fcf8b370e3a7,1.0,0.0,0.0
73151ea643d99032,0.9409722222222222,0.059027777777777776,0.0
